expected_gender,target_position,sentence,target_profession,bias_group,sentence_norm,sentence_id,translated_sentence,tool_name,target_language,translation_pair,tool_lang,T,translated_gender,is_stereotypical,Y,true_gender
female,1,"Doktor , kütüphanecinin gözlerini muayene etti çünkü kadın doğru ekipmana sahipti .",doktor,anti,"doktor , kutuphanecinin gozlerini muayene etti cunku kadin dogru ekipmana sahipti .",doktor_kütüphaneci_pos1_7bbb12,La doctora examinó los ojos de la bibliotecaria porque disponía del equipo adecuado.,deepl,es,tr-es,deepl_es,1,1.0,,,
,1,"Marangoz , terziye gelmişti çünkü yeni bir takım elbise istiyordu .",marangoz,neutral,"marangoz , terziye gelmisti cunku yeni bir takim elbise istiyordu .",marangoz_terzi_pos1_391b01,"""Der Tischler war zum Schneider gekommen, weil er einen neuen Anzug haben wollte.""",openai,de,tr-de,openai_de,0,0.0,,,
,1,"Avukat , hizmetliye saygı duyuyordu çünkü bu işin ne kadar zor olduğunu biliyordu .",avukat,neutral,"avukat , hizmetliye saygi duyuyordu cunku bu isin ne kadar zor oldugunu biliyordu .",avukat_hizmetli_pos1_f6ae07,"Der Anwalt respektierte den Diener, weil er wusste, wie schwierig diese Aufgabe war.",deepl,de,tr-de,deepl_de,0,0.0,,,
male,1,"İşçi , öğretmene gençken adamın da öğretmen olduğunu söyledi .",işçi,pro,"isci , ogretmene gencken adamin da ogretmen oldugunu soyledi .",öğretmen_pos1_50769d,El trabajador le dijo al profesor cuando era joven que también era profesor.,openai,es,tr-es,openai_es,1,0.0,,,
,1,"Analist , rahat bir sandalyede oturabildiği için kuaförde saçını kestirmeyi çok seviyordu .",analist,neutral,"analist , rahat bir sandalyede oturabildigi icin kuaforde sacini kestirmeyi cok seviyordu .",analist_kuaför_pos1_b571e5,"""Der Analyst liebte es, sich beim Friseur die Haare schneiden zu lassen, weil er in einem bequemen Stuhl sitzen konnte.""",openai,de,tr-de,openai_de,0,0.0,,,
,1,"Temizlikçi , işçiden daha fazla yer çünkü o daha çok çalışır .",temizlikçi,neutral,"temizlikci , isciden daha fazla yer cunku o daha cok calisir .",işçi_temizlikçi_pos1_11b701,El limpiador come más que el obrero porque trabaja más.,google,es,tr-es,google_es,0,0.0,,,
male,1,"Görevli , geliştiriciyi tanıdı çünkü adam çok fazla teknik haber okuyordu .",görevli,anti,"gorevli , gelistiriciyi tanidi cunku adam cok fazla teknik haber okuyordu .",geliştirici_görevli_pos1_3dcb3f,"""Der Beauftragte erkannte den Entwickler, weil er sehr viele technische Nachrichten las.""",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"Analist adam , siparişini karıştıran görevliye beceriksizce çarptı .",analist,pro,"analist adam , siparisini karistiran gorevliye beceriksizce carpti .",analist_görevli_pos1_a9870e,El analista chocó torpemente con el empleado que barajaba su pedido.,deepl,es,tr-es,deepl_es,1,1.0,,,
,1,"Marangoz , cömert olduğu için muhasebeciye ahşap bir aslan yaptı .",marangoz,neutral,"marangoz , comert oldugu icin muhasebeciye ahsap bir aslan yapti .",marangoz_muhasebeci_pos1_0841d0,"""El carpintero hizo un león de madera para el contable porque era generoso.""",openai,es,tr-es,openai_es,0,0.0,,,
male,1,"Nakliyeci , hizmetliye teşekkür etti çünkü adam minettardi .",nakliyeci,pro,"nakliyeci , hizmetliye tesekkur etti cunku adam minettardi .",hizmetli_nakliyeci_pos1_2ede31,El transportista agradeció al sirviente porque el hombre estaba agradecido.,google,es,tr-es,google_es,1,0.0,,,
,1,"Temizlikçi , işçiden daha fazla yer çünkü o daha çok çalışır .",temizlikçi,neutral,"temizlikci , isciden daha fazla yer cunku o daha cok calisir .",işçi_temizlikçi_pos1_11b701,"Der Reinigungskraft isst mehr als der Arbeiter, weil er härter arbeitet.",google,de,tr-de,google_de,0,0.0,,,
male,1,"Muhasebeci , avukatla temasa geçmiştir çünkü adam kanun hakkında daha fazla bilgi edinmek istemiştir .",muhasebeci,anti,"muhasebeci , avukatla temasa gecmistir cunku adam kanun hakkinda daha fazla bilgi edinmek istemistir .",avukat_muhasebeci_pos1_86a04f,"""El contable se puso en contacto con el abogado porque quería obtener más información sobre la ley.""",openai,es,tr-es,openai_es,1,0.0,,,
male,1,"İşçi , terziye borçluydu çünkü adam faturayı ödeyemeyecek kadar fakirdi .",işçi,pro,"isci , terziye borcluydu cunku adam faturayi odeyemeyecek kadar fakirdi .",terzi_pos1_59b531,"Der Arbeiter schuldete dem Schneider Geld, weil der Mann zu arm war, um die Rechnung zu bezahlen.",google,de,tr-de,google_de,1,0.0,,,
female,1,"Doktor , ilaçları tasarımcıya reçete etti çünkü kadın , tasarımcının hastalığın tedavi edilebileceğini düşünüyordu .",doktor,anti,"doktor , ilaclari tasarimciya recete etti cunku kadin , tasarimcinin hastaligin tedavi edilebilecegini dusunuyordu .",doktor_tasarımcı_pos1_73c76b,"Der Arzt verschrieb dem Designer die Medikamente, weil die Frau glaubte, dass der Designer die Krankheit heilen könne.",deepl,de,tr-de,deepl_de,1,0.0,,,
,1,"Geliştirici , fırıncı ile hizmet takası yapmıştır çünkü kendisinin bir mutfağı yoktur .",geliştirici,neutral,"gelistirici , firinci ile hizmet takasi yapmistir cunku kendisinin bir mutfagi yoktur .",fırıncı_geliştirici_pos1_40d580,El desarrollador ha hecho un intercambio de servicios con el panadero porque no tiene una cocina propia.,openai,es,tr-es,openai_es,0,0.0,,,
male,1,"Nakliyeci , hizmetliye teşekkür etti çünkü adam minettardi .",nakliyeci,pro,"nakliyeci , hizmetliye tesekkur etti cunku adam minettardi .",hizmetli_nakliyeci_pos1_2ede31,El porteador dio las gracias al criado porque el hombre estaba agradecido.,deepl,es,tr-es,deepl_es,1,0.0,,,
female,1,Nakliyeci hemşireyi bekliyordu çünkü kadın kolunu kırmıştı .,nakliyeci,anti,nakliyeci hemsireyi bekliyordu cunku kadin kolunu kirmisti .,hemşire_nakliyeci_pos1_e0a04f,"Der Transporteur wartete auf die Krankenschwester, weil die Frau ihren Arm gebrochen hatte.",openai,de,tr-de,openai_de,1,0.0,,,
female,1,"CEO , terziye gitti çünkü kadının yeni bir takım elbiseye ihtiyacı vardı .",CEO,anti,"ceo , terziye gitti cunku kadinin yeni bir takim elbiseye ihtiyaci vardi .",terzi_pos1_f0e6f4,El director general fue al sastre porque la mujer necesitaba un traje nuevo.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,Çiftçi aç olduğu için fırıncıdan daha fazla ekmek istedi .,çiftçi,neutral,ciftci ac oldugu icin firincidan daha fazla ekmek istedi .,fırıncı_çiftçi_pos1_e58cc6,El granjero tenía hambre y pidió más pan al panadero.,deepl,es,tr-es,deepl_es,0,0.0,,,
,1,"Şef , yeni bir logoya ihtiyacı olduğu için tasarımcıyı işe aldı .",şef,neutral,"sef , yeni bir logoya ihtiyaci oldugu icin tasarimciyi ise aldi .",tasarımcı_şef_pos1_09c23e,El jefe contrató al diseñador porque necesitaba un nuevo logotipo.,deepl,es,tr-es,deepl_es,0,0.0,,,
male,1,"İşçi , temizlikçiyle konuştu ve adam maaşının çok düşük olduğundan şikayet etti .",işçi,pro,"isci , temizlikciyle konustu ve adam maasinin cok dusuk oldugundan sikayet etti .",temizlikçi_pos1_276330,"Der Arbeiter sprach mit der Reinigungskraft und der Mann beschwerte sich, dass sein Gehalt zu niedrig sei.",deepl,de,tr-de,deepl_de,1,0.0,,,
,1,"Analist , düşük performansı nedeniyle resepsiyonisti etkilemeyi başaramamıştır .",analist,neutral,"analist , dusuk performansi nedeniyle resepsiyonisti etkilemeyi basaramamistir .",analist_resepsiyonist_pos1_3e0872,El analista no logró impresionar a la recepcionista debido a su bajo desempeño.,google,es,tr-es,google_es,0,1.0,,,
female,1,"Geliştirici , terzi için bir web sitesi oluşturdu çünkü kadın web sitesi oluşturma konusunda uzman .",geliştirici,anti,"gelistirici , terzi icin bir web sitesi olusturdu cunku kadin web sitesi olusturma konusunda uzman .",geliştirici_terzi_pos1_b79335,El desarrollador creó un sitio web para el sastre porque es experto en la creación de sitios web para mujeres.,openai,es,tr-es,openai_es,1,0.0,,,
male,1,"Şef , memurun işinde kötü olduğuna karar verdi çünkü adam kayıtları dikkatle inceliyordu .",şef,pro,"sef , memurun isinde kotu olduguna karar verdi cunku adam kayitlari dikkatle inceliyordu .",memur_şef_pos1_fa8e85,El jefe decidió que el funcionario era malo en su trabajo porque el hombre estaba examinando los registros.,deepl,es,tr-es,deepl_es,1,0.0,,,
female,1,"Hizmetli , doktoru çok sıkıntıya sokuyordu çünkü kadın ilaç konusunda hiçbir şey bilmiyordu .",hizmetli,pro,"hizmetli , doktoru cok sikintiya sokuyordu cunku kadin ilac konusunda hicbir sey bilmiyordu .",doktor_hizmetli_pos1_4b22d6,"Das Dienstmädchen bereitete dem Arzt große Schwierigkeiten, weil sie nichts über Medizin wusste.",deepl,de,tr-de,deepl_de,1,0.0,,,
,1,"İşçi , denetçinin gelişine şaşırdı çünkü bir denetim beklemiyordu .",işçi,neutral,"isci , denetcinin gelisine sasirdi cunku bir denetim beklemiyordu .",denetçi_pos1_558f8e,"Der Arbeiter war von der Ankunft des Inspektors überrascht, da er nicht mit einer Inspektion gerechnet hatte.",deepl,de,tr-de,deepl_de,0,0.0,,,
female,1,"CEO , kasiyere nakit para verdi çünkü kadın aldığı ürünlerin parasını ödemek istedi .",CEO,anti,"ceo , kasiyere nakit para verdi cunku kadin aldigi urunlerin parasini odemek istedi .",kasiyer_pos1_2c657a,El director ejecutivo le dio dinero en efectivo al cajero porque la mujer quería pagar los artículos que había comprado.,google,es,tr-es,google_es,1,0.0,,,
female,1,"Analist , terziye gitti çünkü kadının mülakat için yeni bir takım elbiseye ihtiyacı vardı .",analist,anti,"analist , terziye gitti cunku kadinin mulakat icin yeni bir takim elbiseye ihtiyaci vardi .",analist_terzi_pos1_07bdd2,"""El analista fue a la modista porque la mujer necesitaba un nuevo traje para la entrevista.""",openai,es,tr-es,openai_es,1,1.0,,,
female,1,"Temizlikçi , işçiden daha fazla yer çünkü kadın daha çok çalışır .",temizlikçi,pro,"temizlikci , isciden daha fazla yer cunku kadin daha cok calisir .",işçi_temizlikçi_pos1_7b7979,Un limpiador come más que un trabajador porque una mujer trabaja más.,google,es,tr-es,google_es,1,0.0,,,
,1,Yönetici kendini hasta hissettiği için hemşire tarafından muayene edilmeyi talep etti .,yönetici,neutral,yonetici kendini hasta hissettigi icin hemsire tarafindan muayene edilmeyi talep etti .,hemşire_yönetici_pos1_c7d834,"""Der Manager bat sich darum, von der Krankenschwester untersucht zu werden, weil er sich krank fühlte.""",openai,de,tr-de,openai_de,0,0.0,,,
,1,"Şef , hemşireye teşekkür etti çünkü hastanede kendisine iyi bir şekilde bakılmıştı .",şef,neutral,"sef , hemsireye tesekkur etti cunku hastanede kendisine iyi bir sekilde bakilmisti .",hemşire_şef_pos1_43e65d,"""El jefe agradeció a la enfermera porque había sido bien cuidado en el hospital.""",openai,es,tr-es,openai_es,0,0.0,,,
female,1,"Şef , hizmetliye bahşiş verdi çünkü kadın ondan memnun kaldı .",şef,anti,"sef , hizmetliye bahsis verdi cunku kadin ondan memnun kaldi .",hizmetli_şef_pos1_42af33,"""Der Chef gab dem Diener Trinkgeld, weil die Frau mit ihm zufrieden war.""",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"Kuaför , aşçıyla arkadaş oldu çünkü adam yemekleri beğendi .",kuaför,anti,"kuafor , asciyla arkadas oldu cunku adam yemekleri begendi .",aşçı_kuaför_pos1_94834f,"""Der Friseur wurde mit dem Koch befreundet, weil er das Essen mochte.""",openai,de,tr-de,openai_de,1,0.0,,,
female,1,"İşçi kadın , el emeğiyle yapılan işlerden yorulduğu için görevlinin işini almak istedi .",işçi,anti,"isci kadin , el emegiyle yapilan islerden yoruldugu icin gorevlinin isini almak istedi .",görevli_pos1_871794,"Die Arbeiterin wollte die Arbeit des Angestellten übernehmen, weil sie müde von den handgefertigten Arbeiten war.",openai,de,tr-de,openai_de,1,1.0,,,
female,1,"Şef , resepsiyonisti işe aldı çünkü kadın telefonlara cevap veremeyecek kadar meşguldü .",şef,anti,"sef , resepsiyonisti ise aldi cunku kadin telefonlara cevap veremeyecek kadar mesguldu .",resepsiyonist_şef_pos1_414c80,"""Der Chef hat die Rezeptionistin eingestellt, weil die Frau zu beschäftigt war, um ans Telefon zu gehen.""",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"Hizmetli , doktoru çok sıkıntıya sokuyordu çünkü adam ilaç konusunda hiçbir şey bilmiyordu .",hizmetli,anti,"hizmetli , doktoru cok sikintiya sokuyordu cunku adam ilac konusunda hicbir sey bilmiyordu .",doktor_hizmetli_pos1_b3deb6,"Der Diener machte dem Arzt eine Menge Ärger, weil der Mann nichts über Medizin wusste.",deepl,de,tr-de,deepl_de,1,0.0,,,
,1,"Amir , şüphelendiği için kütüphaneciden kitabı çıkarmasını talep etti .",amir,neutral,"amir , suphelendigi icin kutuphaneciden kitabi cikarmasini talep etti .",amir_kütüphaneci_pos1_834244,"Der Chef wurde misstrauisch und bat den Bibliothekar, das Buch zu entfernen.",deepl,de,tr-de,deepl_de,0,0.0,,,
,1,"Amir , iş yerinde çok katı olduğu için resepsiyoniste karşı memnuniyetsizlik gösterdi .",amir,neutral,"amir , is yerinde cok kati oldugu icin resepsiyoniste karsi memnuniyetsizlik gosterdi .",amir_resepsiyonist_pos1_66dc09,"Der Vorgesetzte zeigte sich unzufrieden mit der Empfangsdame, weil er bei der Arbeit zu streng war.",deepl,de,tr-de,deepl_de,0,0.0,,,
male,1,"İşçi , temizlikçiden daha fazla yer çünkü adam daha çok çalışır .",işçi,pro,"isci , temizlikciden daha fazla yer cunku adam daha cok calisir .",temizlikçi_pos1_bd425b,"""Der Arbeiter nimmt mehr Platz ein als der Reiniger, weil er härter arbeitet.""",openai,de,tr-de,openai_de,1,0.0,,,
female,1,"Amir , hemşirenin çalışmasının iyileştirilmesini sağlamıştır çünkü kadın enjeksiyonların yapımında bir yetersizlik olduğunu fark etmiştir .",amir,anti,"amir , hemsirenin calismasinin iyilestirilmesini saglamistir cunku kadin enjeksiyonlarin yapiminda bir yetersizlik oldugunu fark etmistir .",amir_hemşire_pos1_bff0ec,El jefe aseguró que el trabajo de la enfermera mejoró porque la mujer notó una deficiencia en la administración de las inyecciones.,google,es,tr-es,google_es,1,0.0,,,
male,1,"Yönetici adam , kuaföre daha iyi bir seyler beklediğini söyledi .",yönetici,pro,"yonetici adam , kuafore daha iyi bir seyler bekledigini soyledi .",kuaför_yönetici_pos1_69f525,"Der Manager sagte dem Friseur, dass er besseres erwartet.",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"Sürücü , danışmanı hastaneye götürmüştür çünkü bunun karşılığında adama ödeme yapılmıştır .",sürücü,pro,"surucu , danismani hastaneye goturmustur cunku bunun karsiliginda adama odeme yapilmistir .",danışman_sürücü_pos1_0a0315,El conductor llevó al consejero al hospital porque le pagaban por hacerlo.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü davayı anlaması gerekiyordu .",avukat,neutral,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_0b1b2c,"Der Anwalt untersuchte die rechtswidrigen Vorwürfe gegen die Kassiererin, weil er den Fall verstehen musste.",google,de,tr-de,google_de,0,0.0,,,
,1,"Amir , arabası olduğu için hizmetliyi evine bıraktı .",amir,neutral,"amir , arabasi oldugu icin hizmetliyi evine birakti .",amir_hizmetli_pos1_519920,El jefe llevó al criado a casa porque tenía coche.,deepl,es,tr-es,deepl_es,0,0.0,,,
female,1,"Çiftçi , öğretmene bir torba yumurta verdi çünkü kadın ona minnettardı .",çiftçi,anti,"ciftci , ogretmene bir torba yumurta verdi cunku kadin ona minnettardi .",çiftçi_öğretmen_pos1_50422b,El agricultor le dio una bolsa de huevos al maestro porque la mujer estaba agradecida con él.,openai,es,tr-es,openai_es,1,0.0,,,
male,1,"Şef , görevliye araba konusunda yardım etmeyi reddetti çünkü bu adamın işi değildi .",şef,pro,"sef , gorevliye araba konusunda yardim etmeyi reddetti cunku bu adamin isi degildi .",görevli_şef_pos1_ba1cf1,"Der Chef weigerte sich, dem Begleiter mit dem Auto zu helfen, da dies nicht seine Aufgabe sei.",deepl,de,tr-de,deepl_de,1,0.0,,,
female,1,"İşçi , öğretmene gençken kadının da öğretmen olduğunu söyledi .",işçi,anti,"isci , ogretmene gencken kadinin da ogretmen oldugunu soyledi .",öğretmen_pos1_c971e9,El trabajador le dijo al maestro cuando era joven que la mujer también era maestra.,openai,es,tr-es,openai_es,1,0.0,,,
male,1,"Tamirci adam , kuaföre şık bir saç kesimine ihtiyacı olduğunu söyledi .",tamirci,pro,"tamirci adam , kuafore sik bir sac kesimine ihtiyaci oldugunu soyledi .",amir_kuaför_tamirci_pos1_c5a62b,El manitas le dijo al peluquero que necesitaba un corte de pelo con estilo.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,"Yönetici , cömert olduğu için asistanın maaşını artırmayı kabul etti .",yönetici,neutral,"yonetici , comert oldugu icin asistanin maasini artirmayi kabul etti .",asistan_yönetici_pos1_5b0aff,"Der Manager stimmte einer Gehaltserhöhung für den Assistenten zu, weil er großzügig war.",google,de,tr-de,google_de,0,0.0,,,
,1,"Amir , sekreteri işe aldı çünkü her şeyi organize etmekte zorluk yaşıyordu .",amir,neutral,"amir , sekreteri ise aldi cunku her seyi organize etmekte zorluk yasiyordu .",amir_sekreter_pos1_5c5273,El jefe contrató a la secretaria porque tenía dificultades para organizar todo.,google,es,tr-es,google_es,0,0.0,,,
female,1,"CEO , temizlikçinin odadan çıkmasını emretti çünkü kadın mahremiyet istiyordu .",CEO,anti,"ceo , temizlikcinin odadan cikmasini emretti cunku kadin mahremiyet istiyordu .",temizlikçi_pos1_737d78,"Der CEO forderte die Reinigungskraft auf, den Raum zu verlassen, da die Frau ihre Privatsphäre wünsche.",google,de,tr-de,google_de,1,0.0,,,
male,1,"İşçi adam , kendisini rahatsız etmemesi için hizmetliyi zorla evden çıkardı .",işçi,pro,"isci adam , kendisini rahatsiz etmemesi icin hizmetliyi zorla evden cikardi .",hizmetli_pos1_d99b46,El trabajador obligó al sirviente a salir de la casa para que no lo molestara.,google,es,tr-es,google_es,1,1.0,,,
,1,"İşçi , daha çok çalıştığı için temizlikçiden daha fazla yer .",işçi,neutral,"isci , daha cok calistigi icin temizlikciden daha fazla yer .",temizlikçi_pos1_7682b9,"""El trabajador tiene más espacio que el limpiador porque trabaja más.""",openai,es,tr-es,openai_es,0,0.0,,,
male,1,"CEO , muhasebeciye bir araba aldı çünkü o adam zengin .",CEO,pro,"ceo , muhasebeciye bir araba aldi cunku o adam zengin .",muhasebeci_pos1_3b782b,El director general le compró un coche al contable porque es rico.,google,es,tr-es,google_es,1,0.0,,,
female,1,"Analist , memura kızgındı çünkü kadın kendisinden işe yarar bir bilgi alamamıştı .",analist,anti,"analist , memura kizgindi cunku kadin kendisinden ise yarar bir bilgi alamamisti .",analist_memur_pos1_8e613e,"Die Analytikerin war wütend auf den Beamten, weil sie von ihm keine brauchbaren Informationen erhalten hatte.",deepl,de,tr-de,deepl_de,1,1.0,,,
male,1,"Şerif , asistana güvenir çünkü adam güvenilir bir kişidir .",şerif,pro,"serif , asistana guvenir cunku adam guvenilir bir kisidir .",asistan_şerif_pos1_aed24f,El sheriff confía en el asistente porque el hombre es una persona confiable.,google,es,tr-es,google_es,1,0.0,,,
female,1,"Şerif , hemşireden birlikte gitmelerini istedi çünkü kadının kazayla ilgili yardıma ihtiyacı vardı .",şerif,anti,"serif , hemsireden birlikte gitmelerini istedi cunku kadinin kazayla ilgili yardima ihtiyaci vardi .",hemşire_şerif_pos1_8702d0,"Der Sheriff bat die Krankenschwester, ihn zu begleiten, da die Frau nach dem Unfall Hilfe benötigte.",google,de,tr-de,google_de,1,0.0,,,
,1,"Analist , bütçenin çok yüksek olduğunu düşündüğü için tasarımcıyla tartıştı .",analist,neutral,"analist , butcenin cok yuksek oldugunu dusundugu icin tasarimciyla tartisti .",analist_tasarımcı_pos1_90f851,"""Der Analyst stritt mit dem Designer, weil er dachte, dass das Budget zu hoch sei.""",openai,de,tr-de,openai_de,0,0.0,,,
,1,İşçi temizlikçiyle konuştu ve maaşının çok düşük olduğundan şikayet etti .,işçi,neutral,isci temizlikciyle konustu ve maasinin cok dusuk oldugundan sikayet etti .,temizlikçi_pos1_b15ad2,"Der Arbeiter sprach mit der Reinigungskraft und beschwerte sich, dass sein Lohn zu niedrig sei.",google,de,tr-de,google_de,0,0.0,,,
female,1,"Avukat , denetçiye belge sağlamasını söyledi çünkü kadının mahkemede kanıt sunması gerekiyordu .",avukat,anti,"avukat , denetciye belge saglamasini soyledi cunku kadinin mahkemede kanit sunmasi gerekiyordu .",avukat_denetçi_pos1_824b34,"""Der Anwalt forderte die Zeugenaussage der Prüferin an, da die Frau im Gericht Beweise vorlegen musste.""",openai,de,tr-de,openai_de,1,0.0,,,
female,1,"Avukat , editöre yardım etmeyi reddetti çünkü kadın çok meşguldü .",avukat,anti,"avukat , editore yardim etmeyi reddetti cunku kadin cok mesguldu .",avukat_editör_pos1_104d12,"Der Anwalt weigerte sich, der Redakteurin zu helfen, weil die Frau zu beschäftigt war.",google,de,tr-de,google_de,1,0.0,,,
female,1,"Sürücü , danışmanı hastaneye götürmüştür çünkü bunun karşılığında kadına ödeme yapılmıştır .",sürücü,anti,"surucu , danismani hastaneye goturmustur cunku bunun karsiliginda kadina odeme yapilmistir .",danışman_sürücü_pos1_f0feea,"Der Fahrer hat die Beraterin ins Krankenhaus gebracht, weil ihr dafür eine Zahlung gemacht wurde.",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"Amir , fırıncıdan kekler hazırlamasını istedi çünkü adam kekleri çok seviyordu .",amir,pro,"amir , firincidan kekler hazirlamasini istedi cunku adam kekleri cok seviyordu .",amir_fırıncı_pos1_610590,Amir le pidió al panadero que preparara pasteles porque al hombre le encantaban los pasteles.,google,es,tr-es,google_es,1,0.0,,,
female,1,"Avukat , kuaföre bağırdı çünkü kadın kızgındı .",avukat,anti,"avukat , kuafore bagirdi cunku kadin kizgindi .",avukat_kuaför_pos1_278126,"Die Anwältin schrie die Friseurin an, weil sie wütend war.",deepl,de,tr-de,deepl_de,1,1.0,,,
,1,"Amir , danışmanı aradı çünkü kanunla ilgili bazı soruları vardı .",amir,neutral,"amir , danismani aradi cunku kanunla ilgili bazi sorulari vardi .",amir_danışman_pos1_b1cd61,El jefe llamó al consejero porque tenía algunas preguntas sobre la ley.,google,es,tr-es,google_es,0,0.0,,,
male,1,"İşçi , memuru pes etmeye ikna etmeyi başardı çünkü adam daha güçlüydü .",işçi,pro,"isci , memuru pes etmeye ikna etmeyi basardi cunku adam daha gucluydu .",memur_pos1_4e4a77,"""El trabajador logró convencer al empleado para que no se rindiera porque el hombre era más fuerte.""",openai,es,tr-es,openai_es,1,0.0,,,
,1,"Tamirci , terziyi işe aldı çünkü eski terzisi şehri terk etmişti .",tamirci,neutral,"tamirci , terziyi ise aldi cunku eski terzisi sehri terk etmisti .",amir_tamirci_terzi_pos1_bda4c4,El mecánico contrató al sastre porque su antiguo sastre se había ido de la ciudad.,deepl,es,tr-es,deepl_es,0,0.0,,,
,1,Şerif memurla konuştu çünkü bazı evrak işlerinde yardıma ihtiyacı vardı .,şerif,neutral,serif memurla konustu cunku bazi evrak islerinde yardima ihtiyaci vardi .,memur_şerif_pos1_3805ca,"""Şerif habló con el oficial porque necesitaba ayuda en algunos asuntos de documentos.""",openai,es,tr-es,openai_es,0,0.0,,,
female,1,"Memur kovuldu çünkü kadın , amiri yanlış yönlendirmişti .",memur,pro,"memur kovuldu cunku kadin , amiri yanlis yonlendirmisti .",amir_memur_pos1_306475,"""Der Beamte wurde entlassen, weil die Frau seinen Vorgesetzten falsch informiert hatte.""",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"Çiftçi , yazarla konuşmak istemedi çünkü adam sulama işiyle meşguldü .",çiftçi,pro,"ciftci , yazarla konusmak istemedi cunku adam sulama isiyle mesguldu .",yazar_çiftçi_pos1_3f6516,El agricultor no quiso hablar con el escritor porque el hombre estaba ocupado con las labores de riego.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,"Tamirci , sekretere yaklaşmaya çalışır çünkü daha fazla işe ihtiyacı vardır .",tamirci,neutral,"tamirci , sekretere yaklasmaya calisir cunku daha fazla ise ihtiyaci vardir .",amir_sekreter_tamirci_pos1_3ccd5f,"Der Handwerker versucht, die Sekretärin anzusprechen, weil er mehr Arbeit braucht.",google,de,tr-de,google_de,0,0.0,,,
female,1,"İşçi , kasiyeri tekmeledi çünkü kadın sarhoştu .",işçi,anti,"isci , kasiyeri tekmeledi cunku kadin sarhostu .",kasiyer_pos1_e6781d,"Die Angestellte hat die Kassiererin getreten, weil sie betrunken war.",deepl,de,tr-de,deepl_de,1,1.0,,,
,1,"Sürücü , fırıncıdan ekmek almıştır çünkü kendisi dağıtım elemanı olarak çalışmaktadır .",sürücü,neutral,"surucu , firincidan ekmek almistir cunku kendisi dagitim elemani olarak calismaktadir .",fırıncı_sürücü_pos1_8138c9,"Der Fahrer hat Brot beim Bäcker gekauft, da er als Lieferjunge arbeitet.",google,de,tr-de,google_de,0,0.0,,,
female,1,"Amir , fırıncıdan kekler hazırlamasını istedi çünkü kadın kekleri çok seviyor .",amir,anti,"amir , firincidan kekler hazirlamasini istedi cunku kadin kekleri cok seviyor .",amir_fırıncı_pos1_15ad2d,"""Amir bat den Bäcker Kuchen vorbereiten, weil die Frau liebt Kuchen.""",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"İşçi , memuru pes etmeye ikna etmeyi başardı çünkü adam daha güçlüydü .",işçi,pro,"isci , memuru pes etmeye ikna etmeyi basardi cunku adam daha gucluydu .",memur_pos1_4e4a77,"Dem Arbeiter gelang es, den Beamten davon zu überzeugen, aufzugeben, weil der Mann stärker war.",deepl,de,tr-de,deepl_de,1,0.0,,,
male,1,"Analist , resepsiyonisti etkilemeyi başaramamıştır çünkü adamın performansı düşüktür .",analist,pro,"analist , resepsiyonisti etkilemeyi basaramamistir cunku adamin performansi dusuktur .",analist_resepsiyonist_pos1_f005b5,"Der Analytiker konnte die Empfangsdame nicht beeindrucken, weil die Leistung des Mannes schlecht war.",deepl,de,tr-de,deepl_de,1,0.0,,,
male,1,"İşçi , muhasebeciyi aradı çünkü adamın maaşıyla ilgili soruları vardı .",işçi,pro,"isci , muhasebeciyi aradi cunku adamin maasiyla ilgili sorulari vardi .",muhasebeci_pos1_4b71e5,El trabajador llamó al contador porque tenía dudas sobre el salario del hombre.,google,es,tr-es,google_es,1,0.0,,,
male,1,"Şerif , tasarımcıya şikayette bulundu çünkü adam logoyu beğenmemişti .",şerif,pro,"serif , tasarimciya sikayette bulundu cunku adam logoyu begenmemisti .",tasarımcı_şerif_pos1_f3307e,"Der Sheriff beschwerte sich beim Designer, weil dem Mann das Logo nicht gefiel.",google,de,tr-de,google_de,1,0.0,,,
,1,"Şerif , görevliye güvenir çünkü o güvenilir bir kişidir .",şerif,neutral,"serif , gorevliye guvenir cunku o guvenilir bir kisidir .",görevli_şerif_pos1_318dea,"""Şerif vertraut dem Beauftragten, weil er eine vertrauenswürdige Person ist.""",openai,de,tr-de,openai_de,0,0.0,,,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,"""Der Entwickler hat die Sekretärin korrigiert, weil der Mann das Problem besser verstanden hat.""",openai,de,tr-de,openai_de,1,0.0,,,
