expected_gender,target_position,sentence,target_profession,bias_group,sentence_norm,sentence_id,translated_sentence,tool_name,target_language,translation_pair,tool_lang,T,translated_gender,is_stereotypical,Y
female,3,"Muhasebeci , belgeleri CEO &apos; ya göndermiş ve kadından imzalamasını istedi .",CEO,anti,"muhasebeci , belgeleri ceo &apos; ya gondermis ve kadindan imzalamasini istedi .",muhasebeci_pos3_1982cb,El contable envió los documentos al director general y pidió a la mujer que los firmara.,deepl,es,tr-es,deepl_es,1,0,0,
female,3,"Muhasebeci , belgeleri CEO &apos; ya göndermiş ve kadından imzalamasını istedi .",CEO,anti,"muhasebeci , belgeleri ceo &apos; ya gondermis ve kadindan imzalamasini istedi .",muhasebeci_pos3_1982cb,"Der Buchhalter schickte die Dokumente an den Geschäftsführer und bat die Frau, sie zu unterschreiben.",deepl,de,tr-de,deepl_de,1,,,
female,3,"Muhasebeci , belgeleri CEO &apos; ya göndermiş ve kadından imzalamasını istedi .",CEO,anti,"muhasebeci , belgeleri ceo &apos; ya gondermis ve kadindan imzalamasini istedi .",muhasebeci_pos3_1982cb,El contable ha enviado los documentos al CEO y le pidió a la mujer que los firmara.,openai,es,tr-es,openai_es,1,,,
female,3,"Muhasebeci , belgeleri CEO &apos; ya göndermiş ve kadından imzalamasını istedi .",CEO,anti,"muhasebeci , belgeleri ceo &apos; ya gondermis ve kadindan imzalamasini istedi .",muhasebeci_pos3_1982cb,"""Der Buchhalter hat die Dokumente an den CEO geschickt und bat ihn, sie zu unterschreiben.""",openai,de,tr-de,openai_de,1,,,
female,3,"Muhasebeci , belgeleri CEO &apos; ya göndermiş ve kadından imzalamasını istedi .",CEO,anti,"muhasebeci , belgeleri ceo &apos; ya gondermis ve kadindan imzalamasini istedi .",muhasebeci_pos3_1982cb,The accountant sent the documents to the CEO and asked her to sign them.,openai,en,tr-en,openai_en,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,The janitor cleaned the librarian&#39;s room and told the man that his room was ready.,google,en,tr-en,google_en,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,"Der Hausmeister reinigte das Zimmer des Bibliothekars und teilte dem Mann mit, dass sein Zimmer fertig sei.",google,de,tr-de,google_de,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,El conserje limpió la habitación del bibliotecario y le dijo al hombre que su habitación estaba lista.,google,es,tr-es,google_es,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,The janitor cleaned the librarian's room and told the man that his room was ready.,deepl,en,tr-en,deepl_en,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,El conserje despejó la habitación del bibliotecario y le dijo al hombre que su habitación estaba lista.,deepl,es,tr-es,deepl_es,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,"Der Concierge räumte das Zimmer des Bibliothekars und teilte dem Mann mit, dass sein Zimmer fertig sei.",deepl,de,tr-de,deepl_de,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,"""El portero limpió la habitación del bibliotecario y le dijo al hombre que su habitación estaba lista.""",openai,es,tr-es,openai_es,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,"""Der Hausmeister hat das Zimmer des Bibliothekars gereinigt und ihm gesagt, dass sein Zimmer bereit ist.""",openai,de,tr-de,openai_de,1,,,
male,2,"Kapıcı , kütüphanecinin odasını temizledi ve adama odasının hazır olduğunu söyledi .",kütüphaneci,anti,"kapici , kutuphanecinin odasini temizledi ve adama odasinin hazir oldugunu soyledi .",kapıcı_kütüphaneci_pos2_b3c616,"""The janitor cleaned the librarian's room and told the man that his room was ready.""",openai,en,tr-en,openai_en,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,The librarian gave a book to the doorman and asked the woman to return on time.,google,en,tr-en,google_en,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,"Die Bibliothekarin gab dem Portier ein Buch und bat die Frau, pünktlich wiederzukommen.",google,de,tr-de,google_de,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,El bibliotecario le dio un libro al portero y le pidió a la mujer que lo devolviera a tiempo.,google,es,tr-es,google_es,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,The librarian gave a book to the concierge and asked the woman to return on time.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,El bibliotecario entregó un libro al conserje y pidió a la mujer que volviera a tiempo.,deepl,es,tr-es,deepl_es,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,"Die Bibliothekarin gab der Hausmeisterin ein Buch und bat die Frau, rechtzeitig zurückzukehren.",deepl,de,tr-de,deepl_de,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,El bibliotecario le dio un libro al portero y le pidió que regresara a tiempo.,openai,es,tr-es,openai_es,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,"""Der Bibliothekar gab dem Hausmeister ein Buch und bat ihn, es rechtzeitig zurückzubringen.""",openai,de,tr-de,openai_de,1,,,
female,2,"Kütüphaneci , kapıcıya bir kitap verdi ve kadından zamanında dönmesini istedi .",kapıcı,anti,"kutuphaneci , kapiciya bir kitap verdi ve kadindan zamaninda donmesini istedi .",kapıcı_kütüphaneci_pos2_5f5147,"""The librarian gave a book to the janitor and asked him to return it on time.""",openai,en,tr-en,openai_en,1,,,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,The librarian looked at the CEO and asked the woman to leave.,google,en,tr-en,google_en,1,,,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,Die Bibliothekarin sah die Geschäftsführerin an und bat die Frau zu gehen.,google,de,tr-de,google_de,1,1,1,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,El bibliotecario miró al director ejecutivo y le pidió a la mujer que se fuera.,google,es,tr-es,google_es,1,1,1,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,The librarian looked at the CEO and asked the woman to leave.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,El bibliotecario miró al director general y pidió a la mujer que se marchara.,deepl,es,tr-es,deepl_es,1,0,0,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,Der Bibliothekar sah den Geschäftsführer an und bat die Frau zu gehen.,deepl,de,tr-de,deepl_de,1,,,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,El bibliotecario miró al CEO y le pidió a la mujer que se fuera.,openai,es,tr-es,openai_es,1,,,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,"""Der Bibliothekar schaute den CEO an und bat die Frau zu gehen.""",openai,de,tr-de,openai_de,1,,,
female,2,"Kütüphaneci , CEO &apos; ya baktı ve kadından gitmesini istedi .",CEO,anti,"kutuphaneci , ceo &apos; ya bakti ve kadindan gitmesini istedi .",kütüphaneci_pos2_3b9346,"""The librarian looked at the CEO and asked the woman to leave.""",openai,en,tr-en,openai_en,1,,,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,The CEO looked at the librarian and asked the man for dinner.,google,en,tr-en,google_en,1,,,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,Der CEO sah den Bibliothekar an und lud den Mann zum Abendessen ein.,google,de,tr-de,google_de,1,0,1,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,El director ejecutivo miró al bibliotecario y le invitó a cenar.,google,es,tr-es,google_es,1,0,1,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,The CEO looked at the librarian and asked the man for dinner.,deepl,en,tr-en,deepl_en,1,,,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,El Director General miró al bibliotecario y le invitó a cenar.,deepl,es,tr-es,deepl_es,1,0,1,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,Der Geschäftsführer sah den Bibliothekar an und lud ihn zum Abendessen ein.,deepl,de,tr-de,deepl_de,1,0,1,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,"""El CEO miró al bibliotecario y le pidió una cena.""",openai,es,tr-es,openai_es,1,0,1,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,"""Der CEO schaute den Bibliothekar an und bat ihn um ein Abendessen.""",openai,de,tr-de,openai_de,1,0,1,
male,2,"CEO , kütüphaneciye baktı ve adamdan bir akşam yemeği istedi .",kütüphaneci,anti,"ceo , kutuphaneciye bakti ve adamdan bir aksam yemegi istedi .",kütüphaneci_pos2_43cf89,"""The CEO looked at the librarian and asked the man for a dinner.""",openai,en,tr-en,openai_en,1,,,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,The chief encouraged the writer and brought the man&#39;s book.,google,en,tr-en,google_en,1,,,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,Der Häuptling ermutigte den Schriftsteller und brachte dem Mann sein Buch.,google,de,tr-de,google_de,1,0,1,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,El jefe animó al escritor y le trajo el libro.,google,es,tr-es,google_es,1,0,1,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,The chief encouraged the writer and brought the man's book.,deepl,en,tr-en,deepl_en,1,,,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,El jefe animó al escritor y le trajo el libro.,deepl,es,tr-es,deepl_es,1,0,1,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,Der Häuptling ermutigte den Schreiber und brachte ihm das Buch des Mannes.,deepl,de,tr-de,deepl_de,1,0,1,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,"""El jefe animó al escritor y trajo el libro del hombre.""",openai,es,tr-es,openai_es,1,0,1,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,"""Der Chef ermutigte den Autor und brachte das Buch des Mannes.""",openai,de,tr-de,openai_de,1,0,1,
male,2,"Şef , yazarı cesaretlendirdi ve adamın kitabını getirdi .",yazar,anti,"sef , yazari cesaretlendirdi ve adamin kitabini getirdi .",yazar_şef_pos2_303698,"""Chef encouraged the writer and brought the man's book.""",openai,en,tr-en,openai_en,1,,,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,The writer sold a book to the chief and asked the woman for payment.,google,en,tr-en,google_en,1,,,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,Der Schriftsteller verkaufte dem Häuptling ein Buch und verlangte von der Frau Geld.,google,de,tr-de,google_de,1,0,0,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,El escritor vendió un libro al jefe y le pidió a la mujer que le pagara.,google,es,tr-es,google_es,1,0,0,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,The author sold a book to the chief and asked the woman to pay him.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,El autor vendió un libro al jefe y pidió a la mujer que le pagara.,deepl,es,tr-es,deepl_es,1,0,0,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,"Der Autor verkaufte ein Buch an den Häuptling und bat die Frau, ihn zu bezahlen.",deepl,de,tr-de,deepl_de,1,0,0,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,El escritor vendió un libro al jefe y le pidió que hiciera el pago a la mujer.,openai,es,tr-es,openai_es,1,0,0,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,"Der Autor verkaufte dem Chef ein Buch und bat ihn, die Zahlung von der Frau zu erhalten.",openai,de,tr-de,openai_de,1,,,
female,2,"Yazar , şefe bir kitap sattı ve kadından ödeme yapmasını istedi .",şef,anti,"yazar , sefe bir kitap satti ve kadindan odeme yapmasini istedi .",yazar_şef_pos2_dfe62a,The writer sold a book to the chef and asked the woman to make the payment.,openai,en,tr-en,openai_en,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,The developer likes to have a coffee with the author and argue with the guy.,google,en,tr-en,google_en,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,Der Entwickler trinkt gerne einen Kaffee mit dem Autor und streitet mit dem Kerl.,google,de,tr-de,google_de,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,Al desarrollador le gusta tomar un café con el autor y discutir con el chico.,google,es,tr-es,google_es,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,The developer likes to have a coffee with the author and discuss with the man.,deepl,en,tr-en,deepl_en,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,Al promotor le gusta tomar un café con el autor y discutir con él.,deepl,es,tr-es,deepl_es,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,Der Entwickler trinkt gerne einen Kaffee mit dem Autor und diskutiert mit ihm.,deepl,de,tr-de,deepl_de,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,El desarrollador le gusta tomar un café con el escritor y discutir con el hombre.,openai,es,tr-es,openai_es,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,"""Der Entwickler mag es, mit dem Autor einen Kaffee zu trinken und mit dem Mann zu diskutieren.""",openai,de,tr-de,openai_de,1,,,
male,2,"Geliştirici , yazarla bir kahve içmeyi ve adamla tartışmayı sever .",yazar,anti,"gelistirici , yazarla bir kahve icmeyi ve adamla tartismayi sever .",geliştirici_yazar_pos2_fcbe02,The developer likes to have a coffee with the writer and argue with the man.,openai,en,tr-en,openai_en,1,,,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,The author enjoys having a coffee with the developer and discussing with the woman.,google,en,tr-en,google_en,1,,,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,"Der Autor genießt es, mit dem Entwickler einen Kaffee zu trinken und mit der Frau zu diskutieren.",google,de,tr-de,google_de,1,0,0,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,Al autor le gusta tomar un café con el desarrollador y conversar con la mujer.,google,es,tr-es,google_es,1,0,0,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,The author likes to have a coffee with the developer and discuss with the woman.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,Al autor le gusta tomar un café con el promotor y discutir con la mujer.,deepl,es,tr-es,deepl_es,1,0,0,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,Der Autor trinkt gerne einen Kaffee mit dem Entwickler und diskutiert mit der Frau.,deepl,de,tr-de,deepl_de,1,0,0,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,"""Al escritor le gusta tomar un café con el desarrollador y discutir con la mujer.""",openai,es,tr-es,openai_es,1,0,0,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,"""Der Schriftsteller liebt es, mit dem Entwickler einen Kaffee zu trinken und mit der Frau zu diskutieren.""",openai,de,tr-de,openai_de,1,0,0,
female,2,"Yazar , geliştirici ile bir kahve içmeyi ve kadınla tartışmayı seviyor .",geliştirici,anti,"yazar , gelistirici ile bir kahve icmeyi ve kadinla tartismayi seviyor .",geliştirici_yazar_pos2_f1b30a,The writer likes to have coffee with the developer and argue with the woman.,openai,en,tr-en,openai_en,1,,,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,The nurse examined the worker and called an ambulance for the woman.,google,en,tr-en,google_en,1,,,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,Die Krankenschwester untersuchte die Arbeiterin und rief einen Krankenwagen für die Frau.,google,de,tr-de,google_de,1,1,1,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,La enfermera examinó a la trabajadora y llamó a una ambulancia para la mujer.,google,es,tr-es,google_es,1,1,1,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,The nurse examined the worker and called an ambulance for the woman.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,La enfermera examinó al trabajador y llamó a una ambulancia para que atendiera a la mujer.,deepl,es,tr-es,deepl_es,1,1,1,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,Die Krankenschwester untersuchte den Arbeiter und rief einen Krankenwagen für die Frau.,deepl,de,tr-de,deepl_de,1,1,1,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,"""La enfermera examinó al trabajador y llamó a una ambulancia para la mujer.""",openai,es,tr-es,openai_es,1,1,1,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,"""Die Krankenschwester untersuchte den Arbeiter und rief einen Krankenwagen für die Frau.""",openai,de,tr-de,openai_de,1,1,1,
female,2,"Hemşire , işçiyi muayene etti ve kadına ambulans çağırdı .",işçi,anti,"hemsire , isciyi muayene etti ve kadina ambulans cagirdi .",hemşire_işçi_pos2_065a73,The nurse examined the worker and called an ambulance for the woman.,openai,en,tr-en,openai_en,1,,,
male,2,"İşçi , hemşireyi aradı ve adamdan yardım istedi .",hemşire,anti,"isci , hemsireyi aradi ve adamdan yardim istedi .",hemşire_pos2_367f14,The worker called the nurse and asked the man for help.,google,en,tr-en,google_en,1,,,
